任务ID,来源,任务类型,任务域,子类,任务名称,任务层级,主验证层,T映射,PA映射,G映射,优先级,任务性质,推荐场景/触发,核心证据,通过判据,典型失败信号,失败优先追因,关联旧场景/备注
LEGACY-E009,继承-320场景,SYS,通知与背压,通知风暴,ack_required 提醒永不 ack,场景级,G,T3/T4/T5,PA2/PA4/PA6/PA7,G3/G4/G5/G8,P0,极端,ack_required 提醒永不 ack,E_INDEX + E_STORM,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I13,元文档要求终局，但 enforcement 仍是实现项。,E009
LEGACY-E010,继承-320场景,SYS,通知与背压,通知风暴,同一 collapse_key 下混入不同 source_field_id,场景级,G,T3/T4/T5,PA2/PA4/PA6/PA7,G3/G4/G5/G8,P0,极端,同一 collapse_key 下混入不同 source_field_id,E_INDEX + E_STORM,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I13,文档提供 collapse_key，但未定义跨 field 合并禁则。,E010
LEGACY-E011,继承-320场景,SYS,通知与背压,通知风暴,wakeup_refractory_until 与 urgent alarm 冲突,场景级,G,T3/T4/T5,PA2/PA4/PA6/PA7,G3/G4/G5/G8,P0,极端,wakeup_refractory_until 与 urgent alarm 冲突,E_ACTIVITY + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I13,需补 urgent 在 refractory 中的例外矩阵。,E011
LEGACY-E012,继承-320场景,SYS,通知与背压,通知风暴,恶意机器人每秒 @ 全员,场景级,G,T3/T4/T5,PA2/PA4/PA6/PA7,G3/G4/G5/G8,P0,极端,恶意机器人每秒 @ 全员,E_STORM + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I06,接收侧有限流，发送侧治理未完全定义。,E012
LEGACY-E013,继承-320场景,SYS,通知与背压,通知风暴,重复 ContextClosedEvent 广播,场景级,G,T3/T4/T5,PA2/PA4/PA6/PA7,G3/G4/G5/G8,P0,极端,重复 ContextClosedEvent 广播,E_CLOSE + E_WRITE,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I15,关闭广播应幂等，但未给事件级去重标识。,E013
LEGACY-E014,继承-320场景,SYS,通知与背压,通知风暴,多场 alarm 同时触发导致 pushForeground 竞争,场景级,G,T3/T4/T5,PA2/PA4/PA6/PA7,G3/G4/G5/G8,P0,极端,多场 alarm 同时触发导致 pushForeground 竞争,E_COMBO + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I06,I12",cooldown 保护存在，但 system_p0 的上限与合并机制未定义。,E014
LEGACY-E015,继承-320场景,SYS,通知与背压,通知风暴,TTL 到期但 batch_queue 中仍有旧摘要,场景级,G,T3/T4/T5,PA2/PA4/PA6/PA7,G3/G4/G5/G8,P0,极端,TTL 到期但 batch_queue 中仍有旧摘要,E_INDEX + E_STORM,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I13,没有统一说明 batch/collapse 队列与 TTL 清扫器的一致性。,E015
LEGACY-E016,继承-320场景,SYS,通知与背压,通知风暴,@all 叫醒千人,场景级,G,T3/T4/T5,PA2/PA4/PA6/PA7,G3/G4/G5/G8,P0,极端,@all 叫醒千人,E_STORM + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I06,缺全局 fan-out 上界与 admission control。,E016
LEGACY-E017,继承-320场景,SYS,通知与背压,通知风暴,pending notifications 数量无限增长,场景级,G,T3/T4/T5,PA2/PA4/PA6/PA7,G3/G4/G5/G8,P0,极端,pending notifications 数量无限增长,E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I13,元文档要求 TTL 与终局，但 enforcement 仍是实现项。,E017
LEGACY-E018,继承-320场景,SYS,通知与背压,通知风暴,urgent 通知折叠后丢 individual ack_required,场景级,G,T3/T4/T5,PA2/PA4/PA6/PA7,G3/G4/G5/G8,P0,极端,urgent 通知折叠后丢 individual ack_required,E_STORM + E_OBL + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I13,未给 folded urgent/ack 的回溯规则。,E018
LEGACY-E019,继承-320场景,SYS,通知与背压,通知风暴,用户显式调低 baseline attention 后仍被常规消息打断,场景级,G,T3/T4/T5,PA2/PA4/PA6/PA7,G3/G4/G5/G8,P0,极端,用户显式调低 baseline attention 后仍被常规消息打断,E_COMBO + E_FIELD,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I02,原则上应通过，但旧字段残留让实现有偏差风险。,E019
LEGACY-E020,继承-320场景,SYS,通知与背压,通知风暴,物理点名 + 数字消息同时到达,场景级,G,T3/T4/T5,PA2/PA4/PA6/PA7,G3/G4/G5/G8,P0,极端,物理点名 + 数字消息同时到达,E_LOCAL + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,动作并集在该场景发挥作用。,E020
LEGACY-E021,继承-320场景,SYS,通知与背压,通知风暴,通知折叠把不同 owner 的 obligation 提醒合成一条,场景级,G,T3/T4/T5,PA2/PA4/PA6/PA7,G3/G4/G5/G8,P0,极端,通知折叠把不同 owner 的 obligation 提醒合成一条,E_STORM + E_OBL,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I13,I17",collapse 规则未明确 owner 维度隔离。,E021
LEGACY-E022,继承-320场景,SYS,通知与背压,通知风暴,同一通知被归档后又被晚到副本重新 surfaced,场景级,G,T3/T4/T5,PA2/PA4/PA6/PA7,G3/G4/G5/G8,P0,极端,同一通知被归档后又被晚到副本重新 surfaced,E_OPS + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I15,缺通知级版本/epoch。,E022
LEGACY-E023,继承-320场景,SYS,通知与背压,通知风暴,订阅式 forum 摘要自身也堆积成风暴,场景级,G,T3/T4/T5,PA2/PA4/PA6/PA7,G3/G4/G5/G8,P0,极端,订阅式 forum 摘要自身也堆积成风暴,E_COMBO + E_STORM,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I06,缺摘要再摘要的上限策略与质量保证。,E023
LEGACY-E024,继承-320场景,SYS,通知与背压,通知风暴,同一 context 中 ambient 永远被 direct 饥饿,场景级,G,T3/T4/T5,PA2/PA4/PA6/PA7,G3/G4/G5/G8,P0,极端,同一 context 中 ambient 永远被 direct 饥饿,E_STORM + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I06,缺 aging/fairness 对通知层的强制约束。,E024
LEGACY-E025,继承-320场景,SYS,通知与背压,通知风暴,跨时区/跨地区 agent 在 wakeup 时间点形成全球波峰,场景级,G,T3/T4/T5,PA2/PA4/PA6/PA7,G3/G4/G5/G8,P0,极端,跨时区/跨地区 agent 在 wakeup 时间点形成全球波峰,E_RESTART + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I06,I14",平时调度缺去同步策略。,E025
LEGACY-E026,继承-320场景,SYS,前景栈与切换,前景场,ContextClosedEvent 代码仍直接清 single foreground_field_id,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,ContextClosedEvent 代码仍直接清 single foreground_field_id,E_CLOSE + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I03,文本内部存在旧逻辑残留。,E026
LEGACY-E027,继承-320场景,SYS,前景栈与切换,前景场,restart 恢复段仍按单值 foreground_field_id 校验,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,restart 恢复段仍按单值 foreground_field_id 校验,E_RESTART + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I03,I18",恢复逻辑与权威状态结构未完全对齐。,E027
LEGACY-E028,继承-320场景,SYS,前景栈与切换,前景场,组合规则多处仍直接引用 activity_profile,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,组合规则多处仍直接引用 activity_profile,E_ACTIVITY + E_INDEX + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I01,旧字段残留会引发实现歧义。,E028
LEGACY-E029,继承-320场景,SYS,前景栈与切换,前景场,Activity Schema 仍保留 current_object_ref 顶层更新示例,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,Activity Schema 仍保留 current_object_ref 顶层更新示例,E_ACTIVITY + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I01,对象真源仍有漂移。,E029
LEGACY-E030,继承-320场景,SYS,前景栈与切换,前景场,前景栈连续压入 100 层中断,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,前景栈连续压入 100 层中断,E_INDEX + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I12,总索引已把深度上限列为开放问题。,E030
LEGACY-E031,继承-320场景,SYS,前景栈与切换,前景场,pop 返回的帧指向已归档 object_ref,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,pop 返回的帧指向已归档 object_ref,E_ACTIVITY + E_CLOSE,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I04,缺 object-level stale reference 校验。,E031
LEGACY-E032,继承-320场景,SYS,前景栈与切换,前景场,两个并发系统组件同时 pushForeground,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,两个并发系统组件同时 pushForeground,E_INDEX + E_CONCUR,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I09,ForegroundStack 的并发更新策略未正式化。,E032
LEGACY-E033,继承-320场景,SYS,前景栈与切换,前景场,cooldown 期间用户显式切场是否应优先于系统建议,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,cooldown 期间用户显式切场是否应优先于系统建议,E_INDEX + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I12,switch_reason 的优先级矩阵未写全。,E033
LEGACY-E034,继承-320场景,SYS,前景栈与切换,前景场,top frame returnable=false 但下层 frame 已 closed,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,top frame returnable=false 但下层 frame 已 closed,E_COMBO + E_CLOSE,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I03,需要多次 pop 与 stale frame 清扫器。,E034
LEGACY-E035,继承-320场景,SYS,前景栈与切换,前景场,focus event 晚到，已离开的 context 又被设为前景,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,focus event 晚到，已离开的 context 又被设为前景,E_OPS + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I14,I15",FocusEvent 缺事件版本/epoch。,E035
LEGACY-E036,继承-320场景,SYS,前景栈与切换,前景场,foreground=null 时收到 local body-level 紧急事件,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,foreground=null 时收到 local body-level 紧急事件,E_LOCAL + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I16,普通 local 规则能部分覆盖，但强实体约束层缺失。,E036
LEGACY-E037,继承-320场景,SYS,前景栈与切换,前景场,同一 closed context 的 archived 通知再次触发 pop,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,同一 closed context 的 archived 通知再次触发 pop,E_CLOSE + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I15,缺关闭事件的版本化和幂等界面。,E037
LEGACY-E038,继承-320场景,SYS,前景栈与切换,前景场,active_key 指向 context，object_ref 指向另一对象,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,active_key 指向 context，object_ref 指向另一对象,E_ACTIVITY + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I01,I04",缺 active_key/object_ref 一致性约束。,E038
LEGACY-E039,继承-320场景,SYS,前景栈与切换,前景场,resume_token 丢失时如何恢复,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,resume_token 丢失时如何恢复,E_ACTIVITY + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I04,resume_token 存在但其 durable/ephemeral 级别未明。,E039
LEGACY-E040,继承-320场景,SYS,前景栈与切换,前景场,前景帧 entered_at 被错误回拨,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,前景帧 entered_at 被错误回拨,E_INDEX + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I14,切换/年龄逻辑依赖绝对时间。,E040
LEGACY-E041,继承-320场景,SYS,前景栈与切换,前景场,前景切换冷却导致真实用户无法及时响应上级 direct call,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,前景切换冷却导致真实用户无法及时响应上级 direct call,E_COMBO + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I12,冷却有稳定性收益，但重要 direct 的豁免矩阵未明确。,E041
LEGACY-E042,继承-320场景,SYS,前景栈与切换,前景场,foreground stack 与 pending notifications 的 source_field_id 不一致,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,foreground stack 与 pending notifications 的 source_field_id 不一致,E_INDEX + E_OPS,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I03,I13",缺切栈后的通知重写/回收策略。,E042
LEGACY-E043,继承-320场景,SYS,前景栈与切换,前景场,返回上一帧后 reservation_until 已经过期,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,返回上一帧后 reservation_until 已经过期,E_ACTIVITY + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,时间驱动重算可处理此情形。,E043
LEGACY-E044,继承-320场景,SYS,前景栈与切换,前景场,两条不同路径同时试图清除 active_key,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,两条不同路径同时试图清除 active_key,E_CLOSE + E_COMBO,沿既定规则闭环；无新增未解释断点；与原文证据一致。,,active_key 清理是幂等的。,E044
LEGACY-E045,继承-320场景,SYS,前景栈与切换,前景场,物理会场与数字前景都要求 speak,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,物理会场与数字前景都要求 speak,E_LOCAL + E_INDEX,沿既定规则闭环；无新增未解释断点；与原文证据一致。,"I05,I17",缺 ResourceLease 的运行时闭环。,E045
LEGACY-E046,继承-320场景,SYS,前景栈与切换,前景场,ForegroundStack 被持久化但 frames 顺序被错误反序列化,场景级,G,T2/T3/T5,PA4/PA7/PA9,G2/G5/G6,P0,极端,ForegroundStack 被持久化但 frames 顺序被错误反序列化,E_INDEX + E_RESTART,沿既定规则闭环；无新增未解释断点；与原文证据一致。,I18,权威结构说明了栈顶在 frames[0]，但恢复校验规则未明确。,E046
